dummy_y,comp,rating,FD,2.50%,97.50%
3,reviewer,sda_da,-0.5964706725,-0.6436060613,-0.5443114994
2,reviewer,n,0.09458217784,0.06176564554,0.1297805642
1,reviewer,a_sa,0.5018884947,0.4549224991,0.5488208657
3,convo,sda_da,-0.1731948902,-0.2245548066,-0.1174901985
2,convo,n,-0.03168454012,-0.07777906341,0.01104968197
1,convo,a_sa,0.2048794303,0.1427232021,0.257877013
3,tracker,sda_da,0,0,0
2,tracker,n,0,0,0
1,tracker,a_sa,0,0,0
