dummy_y,comp,rating,FD,2.50%,97.50%
3,tracker,sda_da,-0.4318393961,-0.4773961558,-0.3825101456
2,tracker,n,-0.07329322189,-0.1071513345,-0.03446261173
1,tracker,a_sa,0.505132618,0.4533863507,0.5527991827
3,convo,sda_da,-0.097170975,-0.1389338684,-0.05949044068
2,convo,n,-0.05598951837,-0.09089818176,-0.02135811211
1,convo,a_sa,0.1531604934,0.1010208716,0.2077898775
3,reviewer,sda_da,0,0,0
2,reviewer,n,0,0,0
1,reviewer,a_sa,0,0,0
