dummy_y,comp,rating,FD,2.50%,97.50%
3,tracker,sda_da,0.171560803,0.1182873458,0.226694116
2,tracker,n,0.03221297347,-0.01349137397,0.07593521711
1,tracker,a_sa,-0.2037737764,-0.2649507325,-0.1452043432
3,reviewer,sda_da,-0.4238892603,-0.4780300391,-0.3696893967
2,reviewer,n,0.1257947632,0.08515736759,0.1656680787
1,reviewer,a_sa,0.2980944972,0.254378344,0.3418213629
3,convo,sda_da,0,0,0
2,convo,n,0,0,0
1,convo,a_sa,0,0,0
