primary_reporting,article_length,ev_sda,ev_da,ev_n,ev_a,ev_sa,lower_sda,lower_da,lower_n,lower_a,lower_sa,upper_sda,upper_da,upper_n,upper_a,upper_sa
0,915,0.02018793917,0.1085443016,0.2129299775,0.3543259367,0.3040118451,0.01437021555,0.08017892007,0.170645729,0.3083701014,0.2454014775,0.02766176294,0.1386885567,0.2610890643,0.3961847367,0.3722385172
1,916,0.002432382075,0.01475239354,0.04091623321,0.1571360336,0.7847629576,0.001617886022,0.01076560922,0.03123164406,0.1299191299,0.7489057702,0.003477824958,0.01987871949,0.05219683027,0.1874190272,0.8174875606
0,916,0.02056612899,0.1111108782,0.2165865174,0.3530695846,0.2986668908,0.01412496323,0.08313256304,0.1724582045,0.3068890985,0.2410440895,0.02876505692,0.1443784927,0.2632776193,0.3991373435,0.3647511461
1,917,0.002480176534,0.01510949936,0.04171414728,0.1595650436,0.7811311332,0.001649357202,0.01113563793,0.03164715099,0.1317528574,0.7436043362,0.003677261494,0.01969001162,0.05370187969,0.1898774676,0.8159096601
0,917,0.02085005144,0.1120708226,0.21769895,0.3536358092,0.2957443667,0.01497927737,0.08416909397,0.1731343092,0.3080657932,0.2368272181,0.02802705932,0.1425509118,0.2638686869,0.3985273638,0.358196388
1,918,0.002529283159,0.01537103364,0.04229502204,0.1607814948,0.7790231663,0.001637096295,0.01099171574,0.03131019436,0.1318055803,0.7387962471,0.003743758395,0.02090752357,0.05486598777,0.1928005784,0.8146726666
0,918,0.02126634257,0.1139251031,0.2205895951,0.3541231006,0.2900958585,0.01502213722,0.08645592022,0.1784921309,0.3085287595,0.2300525115,0.0294865518,0.1456786907,0.2655466227,0.3968197397,0.3556396701
1,919,0.00257874486,0.01556442065,0.04318474958,0.1634946331,0.7751774519,0.001655841583,0.01116004495,0.0321326418,0.1361414593,0.7354040024,0.003962223589,0.02110534546,0.05629998673,0.1957965477,0.8105981218
0,919,0.0215875777,0.1157292738,0.2223584373,0.3529996268,0.2873250843,0.01546514865,0.08674652484,0.1783855055,0.3090610603,0.2254932017,0.02948456436,0.1488204494,0.2700865921,0.3969978388,0.3504277121
1,920,0.002636617783,0.01588564039,0.04368819326,0.1657627108,0.7720268377,0.001691785211,0.01115042746,0.0324600581,0.1360159883,0.731793008,0.003908623743,0.02141931025,0.05629754668,0.1953452986,0.8092130014
0,920,0.02209305213,0.1184258828,0.2244181068,0.3517929661,0.2832699922,0.01618173594,0.08895439782,0.1804567952,0.3054224763,0.2255100535,0.03032867631,0.1526558417,0.2716079912,0.399620191,0.3456695019
1,921,0.002704173392,0.01630750286,0.04483613701,0.168075712,0.7680764748,0.001770501596,0.01156942069,0.03351831703,0.1394566925,0.72643051,0.00396588248,0.02170449761,0.05809417019,0.2013219251,0.806395863
0,921,0.02253389455,0.1199629744,0.2256341996,0.3524758314,0.2793931,0.01560734779,0.09001842918,0.1767635827,0.3004216084,0.2227943959,0.03095227146,0.1542065943,0.2736980721,0.3998498438,0.3445153877
1,922,0.002685645735,0.0163595407,0.04534564542,0.1693680812,0.7662410869,0.001723563282,0.01190206067,0.03427639354,0.140342871,0.727483887,0.003975092012,0.0218057466,0.05932375203,0.2006719414,0.8022401498
0,922,0.02276725499,0.1211081414,0.2276055395,0.3522939577,0.2762251064,0.01583122389,0.08961934924,0.180668351,0.3096108492,0.2198410031,0.031333604,0.1545842906,0.2736014804,0.3971439744,0.3397741557
1,923,0.002715304293,0.01666908588,0.04576519544,0.1713688089,0.7634816055,0.001764821593,0.01193092963,0.03485109866,0.1425079809,0.7224580547,0.003929246608,0.02266373503,0.05944545099,0.2033611743,0.7996517564
0,923,0.02309226689,0.1231078436,0.2281123899,0.3527771318,0.2729103678,0.01625396443,0.09357962859,0.183358828,0.3052849181,0.2143538381,0.03188032664,0.1564961864,0.2762462171,0.3943232361,0.3408671359
1,924,0.002823608102,0.01713159795,0.04689897785,0.1746762421,0.758469574,0.00179582426,0.01249471113,0.03550372263,0.1448598752,0.7160054782,0.004089534377,0.02306861186,0.06168890905,0.2072075778,0.7966793856
0,924,0.023535976,0.125172215,0.2316695224,0.3513896187,0.2682326679,0.01645484819,0.09552995693,0.185427963,0.3064698482,0.2151572756,0.03196998505,0.1579135935,0.2796050174,0.3975128292,0.3275752167
1,925,0.002829444593,0.01726761594,0.04707656371,0.1759080091,0.7569183667,0.001853653609,0.01263917187,0.03592986575,0.1463298349,0.7169925405,0.004166322755,0.02297157519,0.06010148351,0.2082513494,0.7928798238
0,925,0.02405220668,0.1262845184,0.2321984082,0.3505456668,0.2669192,0.016945782,0.09870321626,0.1882911748,0.3047495737,0.2116295077,0.03331240743,0.1600345667,0.2784675489,0.3955551268,0.3240738104
1,926,0.002936577102,0.01773806786,0.04837374545,0.1788298091,0.7521218005,0.001891604164,0.01304259276,0.03639089022,0.14893319,0.7116927191,0.004249268658,0.02375986235,0.06299944751,0.2112848311,0.7907019949
0,926,0.02444979232,0.1280416554,0.2365568851,0.348679727,0.2622719401,0.01699697481,0.09747000671,0.1889103203,0.3017063583,0.2047984504,0.03399447762,0.1630869732,0.2849361725,0.391996258,0.328881078
1,927,0.002943698219,0.01810651349,0.0491827639,0.1810166874,0.748750337,0.001924440629,0.01329876665,0.03754784977,0.1498527776,0.7067646294,0.004395002515,0.02406128058,0.06406263988,0.21333565,0.7862462937
0,927,0.0250612885,0.1312319618,0.2383334327,0.3469884301,0.2583848869,0.01790163143,0.09955506864,0.1941608051,0.2997970449,0.2071836576,0.03445312647,0.1674015834,0.287615497,0.3872793102,0.3143839194
1,928,0.00303977309,0.01847259415,0.05032421061,0.1840178975,0.7441455246,0.001956671805,0.01350335714,0.03886350801,0.1543974393,0.7046014141,0.004380849399,0.0245421261,0.06517643938,0.2173810569,0.7818196465
0,928,0.02549993415,0.1330278988,0.2400304187,0.3466128561,0.2548288923,0.01811239693,0.1022432091,0.1956513775,0.3000088655,0.2023897053,0.03493235091,0.1696025743,0.2887764722,0.3896121571,0.3119074118
1,929,0.003099586598,0.01860320816,0.05082130204,0.1844952607,0.7429806426,0.001989469613,0.01331136445,0.03916545288,0.1551502633,0.7014440533,0.004551444496,0.0248218791,0.06573756634,0.2163482926,0.7811477195
0,929,0.02584411269,0.1350743018,0.2409561173,0.3474606497,0.2506648185,0.01859632496,0.1018610985,0.1956871376,0.3041538519,0.1986126655,0.0353931586,0.1725513718,0.2880813602,0.3966674524,0.3143613665
1,930,0.003159660657,0.0190213791,0.05184955011,0.1878471094,0.7381223007,0.002090443326,0.01441180263,0.03871692041,0.1579518838,0.6961635924,0.004566975636,0.02494929689,0.06711538353,0.2209230828,0.7742781643
0,930,0.02617970616,0.1358490398,0.2421435669,0.3453753176,0.2504523695,0.01892306594,0.1036749718,0.1967853056,0.2980719626,0.195712701,0.03560422372,0.1748878657,0.2936150923,0.3920298334,0.309497244
1,931,0.003188438393,0.01934488442,0.05247504887,0.1890803223,0.735911306,0.002132096809,0.01414596146,0.03966244251,0.158046749,0.6955527292,0.004631491293,0.02567924798,0.0670117947,0.223768645,0.7745070854
0,931,0.02678909805,0.139186572,0.2456502293,0.3435937426,0.244780358,0.01916901029,0.1054363084,0.2006289761,0.2982247968,0.1904136909,0.0363765135,0.1754111815,0.292409335,0.3877422564,0.3016138217
1,932,0.003277050565,0.01964827198,0.05346874065,0.1918964689,0.7317094679,0.00216880298,0.01445145834,0.04044358238,0.162070686,0.6885421257,0.004797745314,0.02584939253,0.06891916225,0.2246220941,0.7711569796
0,932,0.02698666424,0.1391537038,0.2465830853,0.3445977114,0.2426788353,0.01912902449,0.1084616699,0.2026996201,0.2984201225,0.1914350142,0.03643225366,0.1759466441,0.2933626431,0.3883102761,0.302158242
1,933,0.003310882046,0.02001754841,0.05402344592,0.1944213571,0.7282267665,0.002188999977,0.01449692987,0.0407030776,0.1629417519,0.6851550235,0.004865428232,0.02664477029,0.06807860622,0.2280004374,0.7680518604
0,933,0.02763571457,0.1427267104,0.248202092,0.3430363835,0.2383990996,0.01977168957,0.1076676001,0.1976700354,0.298448663,0.1920120396,0.0375856525,0.1774518006,0.2927950175,0.3905961846,0.2931581206
1,934,0.003373258409,0.02039438379,0.05549743615,0.1956439018,0.7250910199,0.002250182892,0.0149885218,0.04254700406,0.164107873,0.6823898203,0.004875302975,0.02697373364,0.07132122006,0.2275709855,0.7647893016
0,934,0.02836090191,0.1446847398,0.2513161741,0.3407320323,0.2349061519,0.02019673041,0.1104224484,0.2040078242,0.2915331206,0.182263936,0.03855800399,0.1838874528,0.298676696,0.3898081557,0.2899226129
1,935,0.003399019419,0.02060103998,0.0555454162,0.1987300273,0.7217244971,0.002233994714,0.01472649732,0.04186189529,0.168431095,0.6791445294,0.004930198265,0.02729215135,0.0712413865,0.2313802117,0.7635490315
0,935,0.02863099692,0.1464791463,0.2525098571,0.3399396245,0.2324403752,0.02112117428,0.1135987104,0.2068307272,0.2942352697,0.1805259959,0.03827790698,0.1870713627,0.2989419332,0.3857124913,0.2839980957
1,936,0.003510781191,0.02099259417,0.05718034097,0.200628182,0.7176881017,0.002317738288,0.01518084102,0.04381354027,0.1712102814,0.6759211525,0.005051091568,0.02751714001,0.07169209311,0.2331237759,0.7551791793
0,936,0.02914545818,0.1485233411,0.2548233928,0.3382111568,0.2292966512,0.02101358979,0.1147157033,0.2085540634,0.2930238045,0.17839113,0.03971876759,0.1897049568,0.3034926877,0.3805545912,0.2841521647
1,937,0.003528920695,0.02144058224,0.05791680088,0.2036746446,0.7134390515,0.002355536681,0.01557062083,0.04403641693,0.171302959,0.6692949151,0.005088482256,0.02864660772,0.07369085795,0.2395786512,0.7526398157
0,937,0.02944675887,0.1508211012,0.2551401457,0.3391496209,0.2254423734,0.02147925609,0.1178202001,0.2085250701,0.2930317621,0.1758667184,0.04006462809,0.1898569724,0.3018151567,0.3856038303,0.2778379356
1,938,0.003617263771,0.02174114744,0.05861677154,0.2059600139,0.7100648034,0.002370086386,0.01598672683,0.04475611612,0.173581575,0.6683028518,0.00539196221,0.02849800699,0.07369207989,0.2414509341,0.7509982307
0,938,0.03005005046,0.1529271445,0.2581559537,0.3362439635,0.2226228878,0.0217215638,0.1170162774,0.2076771257,0.2868897648,0.1753318194,0.04078237041,0.1952969309,0.3065392181,0.3830591899,0.2776771428
1,939,0.003707360721,0.02230272785,0.06004917999,0.2082373172,0.7057034143,0.002457349634,0.01644360591,0.04590869734,0.1754524395,0.6632258592,0.005375621265,0.02905571681,0.07523881837,0.2425694016,0.7454783188
0,939,0.03059344812,0.1544041493,0.2592708894,0.3363042321,0.2194272811,0.02204552821,0.1187208321,0.2148632387,0.2903839632,0.1702101305,0.04097199619,0.1918660781,0.3066778762,0.3830622887,0.2739167395
1,940,0.003773980006,0.02264497034,0.06111777076,0.2103620658,0.7021012131,0.002477449359,0.0168240011,0.04648443885,0.1743668847,0.6581599471,0.005452377766,0.03001284866,0.07698450911,0.2458321704,0.7482657464
0,940,0.03094642854,0.1568011438,0.261506462,0.3352169321,0.2155290336,0.02253356922,0.1207105892,0.2155828038,0.2908416717,0.1680535158,0.04208732635,0.1957042022,0.307518049,0.3799243222,0.2709326675
1,941,0.003835347755,0.02307574122,0.0619937277,0.2125530295,0.6985421538,0.002547409378,0.01699679775,0.04804496693,0.1813731859,0.6552013739,0.005555109231,0.0309924855,0.0777986614,0.248462977,0.7400061125
0,941,0.03187454642,0.159525852,0.2629798652,0.3319177988,0.2137019375,0.02334526006,0.1261154222,0.2182856878,0.2860405339,0.1680762238,0.04293397371,0.2001028026,0.3079682005,0.3764260101,0.2671165982
1,942,0.003900109692,0.02338963376,0.06272800835,0.2151216,0.6948606482,0.002617224402,0.0174303496,0.04814210226,0.1830168729,0.6535318959,0.005625900103,0.03085966574,0.07980027378,0.2495838241,0.7371342174
0,942,0.03223407165,0.1621779741,0.2643389177,0.331490641,0.2097583957,0.02304999576,0.1256970136,0.2166253397,0.2862512948,0.163094923,0.04298862915,0.2032837255,0.3123458408,0.3762572009,0.259111634
1,943,0.003995240196,0.02406765205,0.06357308725,0.2171026915,0.691261329,0.002672445613,0.01783293273,0.04824949895,0.1848998419,0.6481212958,0.005716016618,0.03127377279,0.08014979375,0.2495667704,0.7312351725
0,943,0.03295975832,0.1641176132,0.2652965056,0.3296745887,0.2079515342,0.02374430982,0.1263483336,0.2135377739,0.2825092912,0.1633785849,0.04420612458,0.2081777024,0.3145535755,0.3797403702,0.2615254953
1,944,0.00405829284,0.02444900698,0.06502742334,0.2204315639,0.6860337129,0.002718141458,0.01796093122,0.05098452822,0.1855870968,0.6415731795,0.005823651062,0.03209349852,0.08404888079,0.2535849672,0.7266934596
0,944,0.03357648909,0.1672078564,0.2680447466,0.327290739,0.2038801689,0.02426522433,0.1304078495,0.2155225433,0.2791928737,0.1623017501,0.04504228428,0.2077851225,0.3132660591,0.373890401,0.2563567358
1,945,0.004128774366,0.02473609436,0.06594352317,0.2217562394,0.6834353687,0.002748162856,0.01824440099,0.05016725263,0.1880726779,0.6401492942,0.005878932869,0.03212050559,0.08303794769,0.2593398238,0.7260662187
0,945,0.03417662781,0.1682270138,0.2701043127,0.325856043,0.2016360027,0.02474543685,0.1322380205,0.2224416734,0.2808892627,0.1567777343,0.04624421341,0.2110448841,0.3158731303,0.3708211941,0.2528365304
1,946,0.004150245247,0.02500451823,0.06650930463,0.2255664987,0.6787694332,0.002804362647,0.01850856356,0.05048261685,0.1915028349,0.6348707999,0.006013004142,0.03265589714,0.08346628185,0.262313219,0.7222856625
0,946,0.03444406878,0.1707347497,0.2711676432,0.3247460889,0.1989074493,0.02466367024,0.1322501242,0.2222134129,0.2778727048,0.1565063226,0.04577175257,0.2141491434,0.3225179068,0.3712706534,0.2487080835
1,947,0.004283249916,0.02559407708,0.06804328543,0.2263542482,0.6757251394,0.002851279105,0.01893542831,0.05188931859,0.1908195448,0.6312143169,0.006166378229,0.03432453441,0.0890714087,0.2602849452,0.7185706895
0,947,0.03552294464,0.1735142448,0.2734835349,0.3212493147,0.1962299609,0.02527974987,0.1359012648,0.2269812732,0.2746457502,0.156771401,0.04716550246,0.2132145473,0.3189853294,0.3695977205,0.2421381876
1,948,0.004305021372,0.02595085422,0.0687960971,0.2285879478,0.6723600795,0.002847847294,0.01930253129,0.05222553538,0.1935142809,0.6254434908,0.006170824426,0.03508266627,0.0869247051,0.2648227297,0.7154978725
0,948,0.0356795798,0.1757682195,0.2739363956,0.3222149147,0.1924008904,0.02593676548,0.1369759865,0.2287162364,0.2732802719,0.1491283205,0.04758117625,0.2190487193,0.3249085575,0.3694621083,0.23895909
1,949,0.004437193988,0.02659385522,0.07038018148,0.2304747496,0.6681140197,0.002876746197,0.01960015578,0.05401712329,0.1963070139,0.6211148133,0.006418246516,0.03457865436,0.08988501513,0.2634433504,0.7117662928
0,949,0.03674939154,0.1782258356,0.2760072345,0.3189992588,0.1900182796,0.02743604045,0.1387891155,0.2297100944,0.2718202972,0.1490407617,0.04872162903,0.2211777122,0.3198753024,0.3651746812,0.2401220705
1,950,0.004477228765,0.02715339718,0.07147059368,0.2339656221,0.6629331583,0.003038526775,0.02048585559,0.05494012074,0.1994466226,0.6173062767,0.006364872295,0.03531512259,0.09061282887,0.269507347,0.7051358242
0,950,0.03766723001,0.1812947881,0.2779012199,0.3167127626,0.1864239994,0.02708096808,0.1399798815,0.2334132142,0.2694434645,0.1441765955,0.05021616984,0.2264195738,0.320340422,0.3634480914,0.2344749421
1,951,0.004632941973,0.02741735868,0.07305425851,0.2359734178,0.6589220231,0.003095441659,0.02026784183,0.05566414217,0.1997239848,0.6135333766,0.0066477202,0.03586901627,0.09315624257,0.2746591348,0.7030775753
0,951,0.0379399311,0.1841790527,0.2789567827,0.3148888596,0.1840353739,0.0275793216,0.1464044134,0.2282074765,0.267258864,0.1413350245,0.05067441919,0.2236744236,0.3291848782,0.3591689009,0.2317986435
1,952,0.004682590751,0.02793796973,0.07400541639,0.2387617509,0.6546122722,0.003140682292,0.02088632851,0.05659462937,0.2045453538,0.608321452,0.006857534848,0.03650953494,0.09345822604,0.2761129299,0.7003748788
0,952,0.03838476028,0.1861828809,0.2805963481,0.3138834171,0.1809525936,0.02795759839,0.1474126384,0.2320657667,0.2668848874,0.1397702754,0.05061494904,0.2287229139,0.3252372286,0.3595058115,0.226781085
1,953,0.004718724936,0.02840344258,0.07424321009,0.2405541656,0.6520804568,0.003122555063,0.02111105645,0.05682639403,0.2040834824,0.6061480393,0.00681157493,0.03716550115,0.09445066049,0.2771598086,0.6962648396
0,953,0.039484521,0.1884434172,0.2817904102,0.3112359239,0.1790457277,0.02849004831,0.1465753672,0.2339698868,0.2639320116,0.1382998761,0.05351333174,0.2308165173,0.3282437208,0.3582486969,0.2234574972
1,954,0.00486612573,0.02892475697,0.07580825724,0.2432766421,0.6471242179,0.003295157369,0.02137438742,0.05849348435,0.2060181225,0.6022601738,0.007033328788,0.03816102997,0.09603344225,0.2785830094,0.6909819095
0,954,0.03991225703,0.1909594647,0.2823735571,0.309942964,0.1768117572,0.0292625583,0.1498454639,0.2349968247,0.2612244356,0.1370167588,0.05281611009,0.2395491057,0.3276830637,0.3563144842,0.2249287903
1,955,0.004919149251,0.02928305815,0.07696771164,0.2458392876,0.6429907933,0.0032031025,0.02211581216,0.0591801708,0.2083877799,0.5949890089,0.007066573127,0.03767595189,0.09726613114,0.2854470779,0.6909020425
0,955,0.04069225347,0.1938827613,0.284946879,0.3072136122,0.1732644941,0.02963757162,0.1499545457,0.2370996069,0.2580436103,0.1341659253,0.05429247498,0.2401779262,0.3310229727,0.3521143959,0.2206510132
1,956,0.005007140706,0.03009845852,0.07811026066,0.248816637,0.6379675031,0.003329362752,0.0221555874,0.06020634579,0.2121304755,0.5937605789,0.007004877712,0.03850975515,0.09939369389,0.2832030369,0.6818634551
0,956,0.04162526611,0.196739666,0.2835718324,0.3078266163,0.1702366192,0.03038871888,0.1546674515,0.2394893427,0.2596639474,0.1321886359,0.05507532102,0.2414299851,0.3297971394,0.354763082,0.2169384933
1,957,0.005156910145,0.03049667296,0.07968057673,0.2511373015,0.6335285387,0.003463350605,0.02331664304,0.06204930056,0.2137351031,0.582685449,0.00734677767,0.03956950367,0.1015313526,0.29334398,0.6797962332
0,957,0.04214597347,0.1984600707,0.2859689323,0.3050244042,0.1684006193,0.03107405658,0.1562620112,0.2400468018,0.2577721476,0.1299890148,0.05554333511,0.2436972979,0.3342351543,0.3497210183,0.2111123744
1,958,0.005127863533,0.03070604478,0.08069222979,0.2526539309,0.630819931,0.003387539172,0.02287129799,0.06249204487,0.2159976214,0.5827404503,0.007461518574,0.04037234663,0.1017634991,0.2916241021,0.6759634502
0,958,0.04312404422,0.2018393252,0.2871384777,0.3022796234,0.1656185295,0.03158230923,0.1573554645,0.2391609674,0.2532669228,0.1276106665,0.0574503034,0.2505407476,0.3328846426,0.3452299022,0.2132005713
1,959,0.005315879855,0.03153374778,0.08153124069,0.2560017722,0.6256173595,0.003579814729,0.02340755481,0.06436981332,0.2207476698,0.5753221693,0.007608070447,0.04102640345,0.1020006069,0.2940472069,0.6699174192
0,959,0.04329761248,0.2032325593,0.2899264468,0.2997679531,0.1637754284,0.0319333129,0.1601647696,0.2444449997,0.2488598075,0.1256437572,0.05664174175,0.2504363955,0.3368563326,0.3460200127,0.2044423503
1,960,0.005397187272,0.03203339024,0.08340828251,0.2582497963,0.6209113436,0.003698736691,0.02448342356,0.06438032717,0.2193568128,0.5742655097,0.007698111358,0.04200681937,0.1047997615,0.2990055094,0.6681194177
0,960,0.0445006806,0.2060543177,0.2904555338,0.2980658431,0.1609236247,0.03202338836,0.1644048066,0.2426691336,0.2499029878,0.1236767108,0.05849900968,0.2562155655,0.3368499445,0.3465936846,0.2059314162
1,961,0.005467401852,0.0326135755,0.08451820876,0.260312207,0.6170886069,0.003809407084,0.02442496814,0.06550891923,0.2254891678,0.5710509928,0.007725320041,0.04266960158,0.107558651,0.2959260275,0.6604985002
0,961,0.04524046942,0.2086164782,0.2912017303,0.2973457342,0.1575955879,0.03368204667,0.1633692353,0.2461713651,0.2523506511,0.1203508577,0.05983832633,0.259216896,0.3373359677,0.3391666904,0.1986770063
1,962,0.005606725313,0.03322917157,0.08609910405,0.2611482171,0.613916782,0.003817444016,0.02510585144,0.06667162499,0.2230495623,0.5686866943,0.007961445369,0.04333756572,0.1078589742,0.2974310131,0.6590834424
0,962,0.04614692137,0.2122576827,0.2920150863,0.2949704731,0.1546098365,0.03444320941,0.1682075801,0.2392461529,0.2502785996,0.1186789278,0.06124327176,0.2569172023,0.3383800652,0.3442251924,0.1962558492
1,963,0.005723029257,0.03372962528,0.08698775601,0.2648240376,0.6087355519,0.003906855613,0.02533441302,0.06657670138,0.2273940197,0.5623212894,0.008276147582,0.0436904514,0.1088114604,0.3000459695,0.6570851584
