dummy_y,comp,rating,FD,2.50%,97.50%
3,reviewer,sda_da,0.4323632903,0.3818320189,0.4802207448
2,reviewer,n,0.07257589421,0.03709525968,0.111597215
1,reviewer,a_sa,-0.5049391845,-0.5540606968,-0.4533420473
3,convo,sda_da,0.3337180289,0.2727518225,0.3849974509
2,convo,n,0.01671873003,-0.02513673536,0.05975216881
1,convo,a_sa,-0.3504367589,-0.4092220794,-0.2916359892
3,tracker,sda_da,0,0,0
2,tracker,n,0,0,0
1,tracker,a_sa,0,0,0
